ax,ay,az,gx,gy,gz
0.143,1.028,-0.092,-19.348,-25.269,-4.272
0.103,1.077,-0.027,-8.789,-35.034,-2.380
0.120,1.002,-0.000,9.644,-32.837,-0.732
0.104,0.958,-0.071,15.259,-35.217,-3.601
0.068,0.966,-0.051,3.052,-37.292,1.038
0.098,0.939,-0.036,3.967,-42.114,3.113
0.138,0.948,-0.076,-1.282,-47.729,6.775
0.120,0.937,-0.094,-2.014,-52.307,10.010
0.111,0.944,-0.125,-1.831,-57.922,11.292
0.054,0.971,-0.089,-5.371,-58.960,8.423
-0.063,1.205,0.012,3.357,-49.072,-18.921
0.015,0.894,0.030,34.546,-35.339,-2.808
0.032,0.937,-0.051,7.874,-53.711,0.488
0.060,0.943,0.016,1.465,-67.688,4.639
-0.037,1.022,-0.131,13.672,-80.017,7.141
-0.107,1.004,-0.094,2.991,-78.918,6.409
-0.110,0.973,-0.051,4.089,-75.256,4.272
-0.121,0.977,-0.057,7.202,-69.763,4.028
-0.101,0.953,-0.056,5.005,-55.603,0.977
-0.070,0.997,-0.028,-0.427,-58.289,0.183
-0.076,0.998,-0.028,1.343,-61.035,1.160
-0.078,1.001,-0.013,7.324,-59.692,-0.977
-0.093,0.973,-0.002,8.484,-58.411,-3.662
-0.130,0.951,-0.018,10.132,-49.500,-5.737
-0.141,0.972,0.006,2.380,-42.847,-5.981
-0.130,1.032,0.050,4.822,-32.654,-2.991
-0.031,0.974,0.059,11.353,-28.442,-0.793
-0.022,0.912,0.034,11.536,-18.005,-16.541
-0.024,1.011,0.038,8.850,-5.310,-13.489
-0.023,0.936,-0.029,0.549,-20.386,-2.380
0.015,0.955,0.023,-21.423,-21.606,8.789
0.163,0.907,-0.049,-11.230,-20.996,1.282
0.182,1.021,-0.109,-20.203,-32.349,0.061
0.165,1.091,-0.104,-6.409,-52.185,-2.502
0.142,0.985,-0.082,0.366,-57.678,-1.587
0.114,0.951,-0.082,14.954,-62.988,-7.019
0.059,0.869,-0.131,4.211,-68.115,-3.113
0.044,0.942,-0.079,-10.376,-67.139,3.235
0.090,0.949,-0.097,-5.310,-62.378,10.376
0.066,0.989,-0.111,-9.216,-57.678,9.644
0.023,1.178,-0.026,8.240,-54.688,-5.676
0.110,0.969,-0.065,17.700,-56.702,8.484
-0.002,0.957,-0.028,3.662,-74.219,-1.770
-0.110,1.000,-0.033,13.184,-61.707,-5.981
-0.092,0.927,-0.093,19.287,-66.040,-2.869
-0.121,0.947,-0.075,-5.981,-56.335,-1.038
-0.087,1.062,-0.054,-0.244,-48.218,-3.479
-0.075,0.985,-0.036,14.954,-34.973,-0.977
-0.114,0.954,-0.021,8.789,-26.428,0.793
-0.126,0.961,-0.019,1.709,-20.264,-0.183
-0.128,1.027,0.010,-0.549,-7.507,-0.183
-0.123,0.991,-0.005,7.507,6.348,2.258
-0.104,0.977,-0.018,2.930,13.123,-0.854
-0.114,1.026,0.022,2.014,25.330,-2.747
-0.126,0.979,0.002,7.263,34.485,1.160
-0.074,0.998,0.020,-0.488,37.415,3.540
-0.081,0.981,0.020,1.404,44.189,1.953
-0.061,0.968,0.036,4.150,56.763,3.967
-0.054,0.991,0.003,0.244,64.392,6.104
-0.061,0.978,-0.034,1.526,81.665,5.005
0.058,0.983,-0.090,5.249,92.529,6.409
0.178,0.972,-0.132,2.747,88.623,6.775
0.231,1.019,-0.105,0.854,79.163,-2.319
0.228,0.981,-0.057,7.385,65.369,-6.653
0.133,0.959,-0.036,14.526,55.115,-5.127
0.050,0.960,-0.060,15.259,54.443,0.427
0.075,0.988,-0.030,7.812,60.120,5.371
0.108,0.981,-0.028,19.958,66.956,8.545
0.140,0.953,-0.036,22.583,60.242,11.841
0.172,0.907,-0.087,20.996,51.819,19.470
0.149,0.981,-0.052,-8.728,33.386,18.188
0.050,0.987,0.043,-1.038,27.344,13.428
0.008,0.929,-0.008,-3.235,42.786,10.254
-0.060,0.949,0.045,-4.211,48.218,-7.141
-0.106,0.981,-0.030,-5.066,63.110,-13.672
-0.060,1.100,-0.073,7.385,60.791,-6.958
-0.052,1.047,-0.014,10.864,70.007,6.775
-0.095,0.997,-0.016,12.512,67.810,11.719
-0.063,0.965,-0.043,8.423,63.660,13.367
-0.049,0.976,-0.039,6.409,72.205,10.071
-0.043,0.992,-0.048,10.315,75.684,4.395
-0.077,0.958,-0.092,12.024,73.181,2.808
-0.082,0.951,-0.123,5.249,74.585,-2.136
-0.012,0.969,-0.125,1.160,74.524,-8.606
0.103,0.937,0.008,-7.507,66.162,-3.967
0.061,1.074,0.012,5.005,49.683,19.470
-0.067,0.919,0.042,10.010,61.523,6.470
-0.035,1.027,0.019,6.165,74.646,-1.099
0.109,0.967,0.009,12.817,74.585,7.690
0.182,0.974,-0.033,10.071,76.843,0.732
0.141,0.972,-0.054,4.944,76.538,-1.282
0.132,0.982,-0.038,7.141,62.622,-3.540
0.149,0.935,-0.062,7.080,59.753,-0.244
0.131,0.951,-0.028,6.592,56.030,-1.221
0.114,1.018,-0.000,13.123,57.251,1.587
0.125,0.962,-0.010,20.020,56.702,11.353
0.170,0.895,-0.026,14.709,46.875,18.494
0.169,0.937,0.000,1.038,38.147,16.418
0.109,1.061,0.040,-6.531,26.978,10.132
0.052,0.920,0.035,0.916,27.466,12.268
0.015,0.948,0.029,-8.301,28.992,4.578
-0.031,1.094,0.069,4.639,36.621,-5.371
-0.049,1.003,-0.025,15.198,33.264,3.601
-0.080,0.988,-0.059,0.366,26.672,9.827
-0.041,1.029,0.015,2.380,31.494,13.062
-0.037,0.978,-0.008,10.742,26.184,13.611
-0.040,0.921,-0.009,4.395,17.151,7.568
-0.051,0.980,0.012,1.648,22.095,3.967
0.002,0.988,0.006,8.240,23.499,3.967
0.008,0.974,0.033,1.343,10.681,4.517
-0.027,0.996,0.042,5.554,5.615,0.793
-0.021,0.991,0.034,7.751,1.709,1.587
-0.007,1.011,0.020,2.380,-12.756,4.456
-0.045,0.964,0.032,5.737,-22.400,3.967
-0.008,0.970,0.007,5.127,-29.602,2.319
-0.016,0.975,0.000,3.235,-39.978,-2.625
-0.076,0.994,0.006,5.859,-43.335,-4.150
-0.043,0.955,-0.005,5.310,-58.044,-7.874
-0.128,0.995,-0.009,5.920,-65.186,-13.550
-0.137,0.993,-0.041,12.695,-62.622,-22.705
-0.156,0.960,-0.031,16.724,-54.016,-25.452
-0.150,0.963,-0.017,12.207,-43.762,-23.376
0.001,1.103,0.079,-1.953,-37.720,-0.916
0.146,0.814,-0.003,-2.991,-62.378,4.761
0.239,0.827,0.138,-45.410,-71.594,6.409
0.232,1.135,-0.028,-27.100,-90.332,-11.169
0.163,1.087,-0.028,-2.686,-99.548,-19.043
0.068,0.943,-0.112,0.244,-91.736,-9.766
0.026,0.965,-0.070,-12.634,-97.107,-0.549
-0.005,0.996,-0.050,-4.211,-88.440,4.333
-0.003,0.970,-0.035,-3.906,-80.139,4.028
0.009,1.000,-0.039,-7.507,-78.430,3.418
0.047,0.959,-0.095,-0.977,-67.139,1.038
-0.009,0.959,-0.117,2.625,-56.885,1.526
-0.041,0.918,-0.128,2.014,-41.260,5.310
-0.043,0.954,-0.104,-7.751,-27.710,6.714
-0.000,1.055,-0.120,6.592,-16.174,3.845
0.004,0.942,-0.124,11.719,-5.737,8.789
-0.017,0.948,-0.136,15.686,-2.502,10.315
-0.090,1.315,0.129,-3.784,-1.465,-23.926
0.203,0.943,-0.020,38.452,18.555,13.306
0.168,0.838,0.087,6.836,-6.897,0.427
0.014,0.818,0.156,-14.587,-5.127,-11.353
-0.168,0.980,0.000,9.155,-21.851,-38.147
0.062,1.212,-0.009,-14.832,4.272,7.263
-0.011,0.965,0.061,13.916,7.935,13.550
-0.038,0.953,-0.026,1.709,-6.897,10.315
-0.049,1.010,-0.013,16.357,10.315,6.409
0.068,0.902,-0.075,15.503,11.230,1.587
0.052,0.958,-0.035,13.306,3.479,-5.249
0.055,0.958,-0.046,20.325,9.033,-2.869
0.038,0.895,-0.070,13.367,9.949,-3.784
0.040,0.825,0.012,6.287,27.710,-1.892
0.047,1.345,0.069,-16.724,0.183,42.480
-0.038,0.972,0.098,10.620,-16.235,1.831
-0.116,1.011,0.100,-22.034,6.348,14.587
0.044,0.768,0.126,-5.066,-5.188,11.292
0.177,0.885,-0.018,-53.528,-23.743,11.963
-0.058,1.451,-0.074,-19.714,-11.841,-1.953
-0.080,0.954,0.034,27.405,2.014,9.705
0.022,0.845,-0.081,26.550,4.639,-3.845
0.115,0.907,-0.116,2.563,-6.226,1.953
-0.028,0.915,-0.095,0.061,-5.554,6.897
-0.010,0.954,-0.142,6.226,-8.240,8.789
0.030,0.938,-0.158,8.667,-9.583,11.841
0.045,0.884,-0.169,-2.319,-6.409,9.583
-0.071,1.157,0.003,-36.987,-18.188,-15.442
-0.004,1.044,0.138,29.419,2.686,-30.640
0.108,1.070,-0.051,9.216,4.395,-11.414
0.036,0.927,0.259,4.211,-5.615,-19.714
-0.113,0.938,-0.044,26.550,-9.827,-17.090
-0.078,0.977,-0.057,-12.695,-6.897,-3.601
0.046,1.213,-0.006,6.409,10.498,13.062
0.049,0.815,0.042,30.334,0.305,14.160
0.008,0.901,-0.041,5.188,-6.836,2.625
0.003,0.997,-0.046,6.287,0.061,1.343
0.016,0.984,-0.033,14.893,3.845,-1.282
0.043,0.981,-0.057,18.005,3.418,-0.427
0.073,0.950,-0.049,20.203,6.836,-1.892
0.066,0.906,-0.078,18.799,13.245,-8.484
0.112,0.866,-0.002,25.452,23.315,-5.432
0.177,1.203,0.223,-10.681,-8.911,49.133
-0.157,0.887,0.130,-2.319,-18.921,9.460
-0.045,1.084,0.160,-26.001,-9.277,2.197
0.057,0.796,0.186,-6.653,-11.658,12.634
0.112,0.925,0.065,-42.236,-27.649,5.737
0.001,1.242,-0.059,-19.531,-21.606,-13.000
-0.071,1.067,0.003,7.874,-11.536,-3.113
0.100,0.925,-0.057,24.109,-14.099,-11.536
0.176,0.811,-0.109,11.169,-22.339,-11.414
0.017,0.877,-0.033,-2.563,-16.296,0.427
-0.082,0.955,-0.051,-3.296,-11.047,18.494
-0.132,1.137,-0.017,-19.836,-8.118,12.512
0.009,0.916,0.127,17.334,17.334,-0.244
0.069,0.839,0.052,9.338,27.466,-0.549
-0.062,1.100,0.084,4.456,8.484,-29.114
-0.242,1.124,0.043,26.917,50.110,-7.812
-0.174,0.941,-0.148,12.329,49.805,12.329
-0.107,1.069,0.001,-0.977,68.604,22.034
-0.049,0.984,-0.047,17.578,89.600,16.052
-0.010,0.950,-0.068,13.489,83.557,10.559
-0.002,0.994,-0.066,11.658,83.740,10.376
-0.050,0.946,-0.064,13.428,87.646,4.028
-0.011,0.948,-0.101,7.629,84.045,-1.892
0.063,0.961,-0.092,5.371,75.867,-9.094
0.189,1.025,0.099,3.601,68.481,-4.761
0.082,1.209,0.219,19.470,56.702,16.602
-0.075,0.793,0.108,35.461,63.904,16.052
-0.110,0.868,0.127,-9.949,63.965,3.479
0.066,1.075,0.053,5.920,72.083,4.272
0.129,0.925,-0.037,17.029,81.909,-0.244
0.156,0.971,-0.050,2.625,71.167,0.305
0.152,1.001,0.001,-1.343,58.777,3.723
0.141,0.949,0.030,9.277,60.425,-0.549
0.108,0.970,0.005,10.925,59.204,0.793
0.180,0.964,0.041,5.249,53.772,9.949
0.212,0.922,0.046,15.320,52.368,17.273
0.169,0.864,0.020,11.047,48.096,15.015
0.119,0.953,0.010,-9.155,36.377,14.282
0.125,1.115,0.086,-13.000,24.353,13.367
0.112,0.892,0.042,3.662,27.954,12.634
0.057,0.955,-0.016,-5.188,22.095,-1.770
0.036,1.048,0.039,2.075,18.433,-8.667
-0.029,1.055,0.024,9.705,19.897,-1.343
-0.041,0.995,-0.023,7.874,8.484,6.287
-0.038,1.024,0.028,4.517,4.211,9.583
-0.035,1.010,0.015,12.085,6.470,10.559
-0.039,0.944,0.024,11.108,-0.793,7.507
-0.008,0.991,0.057,13.062,-0.183,-0.305
0.039,1.067,0.108,15.198,-3.784,0.427
-0.012,0.884,0.118,27.222,-12.573,2.441
0.015,1.113,0.212,12.024,-18.677,13.062
-0.114,0.920,0.132,35.583,-6.653,8.667
-0.053,0.916,0.162,20.020,-4.944,4.211
-0.008,0.966,0.183,15.381,5.005,10.864
0.086,0.955,0.182,12.207,-12.146,8.545
-0.074,0.952,0.152,20.447,-8.728,13.428
-0.086,0.989,0.193,15.015,0.671,10.498
-0.119,0.870,0.248,15.625,10.071,10.559
-0.042,0.928,0.247,10.376,12.390,11.108
-0.094,0.983,0.237,16.602,9.399,12.817
-0.078,0.922,0.252,11.353,8.118,12.573
-0.120,0.926,0.266,8.850,10.315,10.864
-0.080,0.922,0.269,10.132,5.310,6.531
-0.126,0.932,0.266,7.202,3.113,5.615
-0.125,0.943,0.263,6.531,1.770,3.845
-0.135,0.927,0.263,5.981,-0.122,0.854
-0.110,0.919,0.222,3.052,2.625,0.000
-0.110,0.924,0.246,-3.601,2.747,-4.578
-0.080,0.906,0.221,-9.888,0.549,-6.958
-0.080,0.929,0.202,-17.761,-1.160,-11.047
-0.064,0.910,0.175,-22.766,0.061,-13.062
-0.051,0.969,0.158,-28.503,-1.770,-15.625
-0.019,0.957,0.113,-25.574,-2.502,-16.296
-0.025,0.939,0.107,-27.405,3.052,-13.367
0.004,0.984,0.118,-32.959,0.488,-12.512
0.003,1.000,0.110,-27.405,-2.380,-9.521
0.003,1.046,0.062,-18.311,2.441,-8.118
-0.003,0.911,0.055,-14.832,10.193,-6.042
0.000,0.950,0.016,-28.992,10.132,-5.493
0.014,1.018,-0.031,-28.931,11.597,-3.479
0.056,1.132,-0.047,-15.808,15.076,-0.427
0.047,0.970,-0.045,0.366,9.705,-1.038
0.030,0.959,-0.096,-0.916,5.371,-3.967
0.012,0.940,-0.154,-3.662,7.446,-4.761
0.059,0.949,-0.141,-10.193,7.385,0.427
0.079,0.959,-0.156,-17.395,9.094,1.038
0.047,1.015,-0.186,-6.042,0.793,-3.967
0.025,0.953,-0.179,-4.883,2.686,-2.197
0.064,0.952,-0.186,-7.996,1.953,1.038
0.082,0.974,-0.185,-8.484,1.709,4.456
0.048,0.990,-0.196,-7.202,-1.709,2.686
0.038,0.969,-0.185,-3.540,0.793,2.502
0.057,0.995,-0.190,-2.808,0.793,0.427
0.039,0.908,-0.127,-10.620,7.568,2.136
0.113,1.127,-0.206,-3.601,-3.052,0.854
0.049,1.055,-0.197,8.362,-9.705,2.686
0.041,0.972,-0.129,17.090,-4.639,11.963
0.051,1.008,-0.081,15.137,-20.020,6.531
0.024,1.017,-0.187,21.851,-13.062,7.996
0.027,0.869,-0.121,19.958,-2.930,3.906
0.064,0.986,-0.218,15.442,-8.423,0.732
0.096,0.972,-0.221,22.827,-12.207,0.977
0.101,0.823,-0.213,18.921,1.770,3.113
0.090,1.025,-0.154,13.489,-10.437,-5.249
0.102,1.000,-0.124,22.583,-7.080,-0.305
0.125,0.973,-0.119,26.428,-7.690,6.897
0.113,0.955,-0.042,21.484,-16.418,6.775
0.076,0.965,-0.010,20.325,-21.851,2.930
0.052,0.942,-0.068,15.503,-34.668,5.310
0.071,0.894,-0.051,-2.747,-43.030,13.123
0.111,1.100,-0.058,0.732,-57.739,12.024
-0.015,1.000,-0.076,22.278,-66.284,3.906
-0.174,1.011,-0.087,24.414,-45.837,8.606
-0.070,0.850,-0.067,12.695,-40.771,8.667
-0.002,0.922,-0.053,-7.385,-53.833,1.526
-0.091,1.022,-0.067,3.296,-47.974,-9.827
-0.065,0.980,-0.095,14.343,-42.419,-13.672
-0.014,0.965,-0.064,15.198,-43.091,-22.461
-0.094,0.921,-0.076,22.705,-34.546,-28.931
-0.011,1.083,0.224,-18.372,-8.423,-4.211
-0.134,0.992,-0.095,1.648,-38.757,8.423
-0.011,0.892,0.144,-32.959,-41.077,-3.906
0.163,1.029,0.160,-42.603,-40.833,11.963
0.267,1.026,0.004,-30.701,-50.964,6.104
0.196,1.132,-0.085,-3.906,-57.922,-8.179
0.058,0.996,-0.089,4.333,-50.415,3.967
0.043,0.926,-0.020,15.076,-70.862,2.869
0.061,0.900,-0.160,8.667,-72.205,8.301
0.060,0.938,-0.140,-3.357,-73.181,5.981
-0.016,0.921,-0.123,1.404,-64.453,-3.784
0.083,0.724,-0.295,11.841,-48.645,20.996
-0.448,1.729,0.007,-64.575,-74.036,-35.706
0.089,0.956,0.109,31.189,-34.424,18.066
0.095,0.922,-0.204,13.367,-61.279,4.456
-0.016,1.001,0.141,2.197,-63.110,-21.179
-0.165,0.923,-0.205,23.804,-71.289,1.099
-0.087,0.948,-0.074,-26.001,-85.327,6.470
-0.007,1.152,0.000,4.822,-62.195,8.484
-0.019,0.915,-0.097,24.231,-60.486,0.244
-0.140,0.987,-0.108,4.822,-60.730,-1.160
-0.126,1.030,-0.052,9.094,-49.927,5.615
-0.017,0.959,-0.072,14.587,-39.673,1.892
-0.009,0.974,-0.045,19.470,-26.367,-5.493
-0.008,0.935,-0.061,25.635,-18.188,-9.155
-0.011,0.886,-0.005,12.451,-10.132,-9.766
0.080,1.064,0.110,-13.428,-18.066,14.099
-0.099,0.853,0.055,-1.160,-28.687,7.874
-0.077,1.123,0.006,-44.373,-30.212,4.456
0.071,0.999,0.076,-13.611,-43.701,8.240
0.088,1.028,-0.029,-22.644,-35.339,2.502
-0.019,1.008,-0.047,0.000,-28.320,-2.808
0.012,0.974,-0.067,7.935,-29.663,0.427
0.007,0.906,-0.125,1.709,-30.396,7.751
0.009,0.972,-0.102,-3.357,-30.457,11.353
0.062,0.926,-0.132,10.315,-27.710,9.033
0.042,0.914,-0.148,0.916,-33.264,9.033
0.007,0.962,-0.167,-5.127,-32.166,7.629
-0.100,1.053,-0.201,-7.202,-16.174,13.367
-0.098,1.220,-0.021,18.982,-20.569,-25.085
0.204,0.815,0.086,6.287,-8.545,-2.930
-0.045,0.975,0.114,-6.165,-27.344,-32.837
-0.134,1.274,-0.082,13.000,-30.701,-8.484
-0.235,0.771,-0.091,16.602,-7.385,11.292
-0.035,1.060,0.029,-10.925,0.061,7.263
0.072,1.004,0.052,28.503,-10.071,7.263
-0.008,0.894,-0.080,26.001,-10.986,-0.061
-0.025,0.985,-0.055,9.766,-21.362,-0.671
0.027,0.999,-0.037,12.573,-23.132,0.854
-0.015,0.961,-0.061,13.489,-23.987,-3.967
-0.015,0.970,-0.061,20.325,-17.944,-7.935
0.047,0.915,-0.036,18.982,-15.564,-8.301
0.068,0.910,-0.026,14.160,-14.526,-11.719
0.080,0.977,0.228,-6.348,0.732,-5.920
-0.131,1.239,0.012,9.399,-39.063,22.461
-0.087,0.796,0.180,-8.728,-36.682,-3.174
-0.123,0.961,0.087,-34.180,-15.991,8.423
0.074,0.905,0.124,-25.635,-34.058,9.399
-0.028,1.170,0.049,-51.453,-31.982,8.789
0.002,1.111,-0.003,1.099,-23.254,3.601
0.006,0.954,-0.002,12.207,-23.682,3.235
0.016,0.911,-0.112,8.850,-20.508,-5.554
-0.041,0.967,-0.115,-0.977,-19.775,1.343
-0.060,0.934,-0.099,7.690,-11.353,5.737
-0.073,0.960,-0.152,8.972,-3.479,10.498
-0.086,0.975,-0.141,5.554,6.104,13.062
-0.063,0.825,-0.178,1.221,15.930,11.353
-0.236,1.246,0.140,-47.180,21.790,-38.574
0.243,0.862,0.066,38.330,40.405,-19.409
0.067,1.228,0.079,18.494,25.146,-25.818
-0.096,0.880,0.107,20.813,49.805,1.526
-0.160,0.837,-0.032,17.883,34.607,-3.113
-0.013,1.132,0.038,-9.521,58.594,2.991
-0.018,1.003,-0.008,25.818,76.172,13.245
0.065,0.893,-0.030,13.916,62.500,14.954
0.014,0.978,-0.014,5.005,63.660,7.751
0.049,0.988,-0.089,12.085,73.792,5.310
0.088,0.962,-0.052,7.874,61.279,1.648
0.107,1.030,-0.068,19.226,58.289,-1.465
0.134,0.927,-0.087,29.114,58.594,-4.517
0.165,0.910,-0.071,20.752,51.941,-6.470
0.169,0.917,-0.059,30.029,50.232,-2.686
0.288,1.192,0.330,-15.503,33.813,43.640
-0.233,0.884,0.166,8.362,23.865,49.866
-0.168,0.925,0.254,-42.358,23.437,5.798
-0.012,1.046,0.063,-24.780,32.349,8.972
0.183,0.854,-0.023,-21.790,31.921,10.132
0.196,1.248,0.036,-32.593,22.949,-8.179
-0.082,0.959,0.026,19.592,23.560,-2.747
-0.040,0.844,-0.066,17.151,33.508,-2.075
0.057,0.965,-0.060,1.221,28.870,3.662
0.032,0.953,-0.062,10.376,26.306,7.507
-0.021,0.931,-0.110,13.672,35.645,6.165
-0.018,0.965,-0.129,12.939,38.391,7.629
0.052,0.865,-0.172,5.554,29.846,18.799
0.143,0.928,-0.204,-15.686,19.409,15.747
-0.247,1.379,0.168,-13.794,17.517,-40.161
0.218,0.775,0.080,47.302,49.500,-15.503
0.069,1.036,0.119,2.258,11.658,-23.499
-0.068,0.973,0.132,1.160,46.448,-5.005
-0.141,0.905,0.044,20.203,36.316,-11.780
0.036,1.187,0.023,-2.136,47.180,4.578
0.001,0.978,0.023,23.621,55.969,16.235
-0.004,0.906,-0.021,11.841,45.654,11.780
0.030,0.981,-0.048,14.832,53.772,1.282
0.086,0.934,-0.119,16.052,54.321,0.061
0.079,0.886,-0.063,13.123,49.805,-7.080
0.078,1.000,-0.071,12.573,40.710,-11.292
0.100,0.773,-0.026,27.954,41.748,-10.986
0.230,1.143,0.365,-46.326,29.541,35.461
-0.135,1.013,0.117,0.000,20.081,31.372
-0.110,1.026,0.171,-38.452,36.133,13.123
0.162,1.069,-0.005,3.662,49.438,16.724
0.290,0.852,-0.022,-2.930,46.814,2.502
0.183,1.110,-0.022,-12.939,37.354,-7.812
-0.010,0.975,-0.004,18.433,32.471,0.549
0.036,0.918,-0.074,20.142,35.400,6.531
0.122,0.964,-0.103,9.460,36.499,6.104
0.166,0.961,-0.090,9.155,30.151,9.521
0.070,0.941,-0.066,15.381,18.616,10.132
0.076,0.842,-0.110,15.747,18.738,11.475
0.054,0.817,-0.135,-3.235,12.512,11.658
-0.070,1.340,0.035,-70.862,-3.418,-30.334
0.180,1.016,0.145,52.979,29.480,-19.653
0.099,1.080,-0.030,9.155,9.460,-11.658
0.042,0.959,0.167,2.563,13.672,8.423
-0.048,0.846,-0.033,7.141,-3.113,0.122
0.032,1.088,0.104,-6.897,-3.967,-10.315
0.023,1.111,0.044,21.484,9.277,11.230
0.080,0.884,0.022,22.217,-11.597,14.099
0.055,0.962,0.032,10.925,-19.348,6.042
0.002,0.948,-0.035,19.409,-14.465,-1.038
-0.000,0.949,-0.010,13.367,-15.503,-6.226
0.082,0.978,0.011,16.541,-22.644,-5.371
0.065,0.928,-0.005,23.193,-20.630,-8.911
0.040,0.901,-0.034,14.832,-15.747,-17.639
0.140,0.975,0.241,-7.996,3.662,-5.554
-0.069,1.133,0.056,8.057,-35.522,19.653
-0.037,0.780,0.179,-19.287,-30.518,-1.831
-0.003,1.000,0.159,-34.668,-30.518,4.333
0.141,0.931,0.099,-23.010,-46.631,12.024
0.072,1.102,0.125,-42.664,-59.387,-3.235
0.006,1.079,0.024,0.854,-43.823,5.310
0.057,0.939,0.035,13.550,-54.443,2.014
0.173,0.923,-0.019,4.639,-58.350,-2.808
0.058,0.941,-0.069,4.883,-65.247,-5.981
0.002,0.967,-0.074,1.526,-67.505,-5.005
0.069,0.983,-0.051,-0.793,-72.754,1.831
0.099,0.930,-0.082,-0.854,-75.378,4.578
0.073,0.889,-0.117,-4.944,-72.693,7.202
-0.061,0.968,-0.047,-8.362,-68.665,7.690
-0.196,1.345,0.143,-4.822,-63.110,-20.935
0.092,0.878,0.047,31.799,-59.509,-3.113
0.018,0.991,-0.011,9.338,-80.200,-9.338
-0.084,1.004,-0.035,3.906,-73.059,-2.563
-0.160,0.939,-0.069,10.925,-92.041,0.732
-0.103,0.938,-0.079,-8.850,-83.496,8.118
-0.096,1.019,-0.025,-5.432,-77.576,4.456
-0.072,1.002,-0.037,5.493,-72.693,-3.113
-0.093,0.957,-0.056,4.883,-70.557,-6.042
-0.119,1.009,-0.032,-3.052,-68.604,-3.418
-0.139,0.979,-0.047,-0.427,-62.256,-2.563
-0.122,0.981,-0.001,-2.441,-55.298,-6.409
-0.149,1.031,-0.014,3.296,-50.232,-5.859
-0.122,0.980,-0.004,9.155,-43.579,-2.625
0.002,0.932,-0.009,14.221,-49.622,-9.399
-0.084,0.973,0.047,12.512,-39.551,-17.334
-0.079,1.043,-0.029,25.757,-25.269,-7.263
0.013,0.754,-0.103,-0.977,-31.189,1.282
0.084,0.917,0.003,-40.527,-30.701,8.240
0.133,1.168,-0.031,-38.330,-35.217,3.662
0.207,1.135,-0.030,0.366,-38.513,-4.517
0.188,0.971,-0.038,22.461,-43.396,-9.399
0.120,0.858,-0.062,7.080,-54.260,-0.793
0.051,0.963,-0.040,-4.578,-66.956,-0.732
0.025,1.000,-0.053,6.409,-61.951,0.000
0.082,0.943,-0.103,4.944,-64.087,3.418
0.063,0.923,-0.082,-4.150,-63.171,4.761
0.044,0.939,-0.103,-2.319,-54.077,6.714
0.035,0.913,-0.125,-3.601,-47.058,11.353
-0.128,1.283,0.044,-11.902,-43.274,-18.799
0.071,0.896,0.128,32.410,-35.767,-4.089
-0.000,0.982,0.028,16.296,-51.758,-14.221
-0.058,1.001,-0.029,15.808,-45.837,-1.953
-0.100,0.876,-0.074,4.517,-53.040,8.362
-0.019,1.018,-0.016,-17.822,-55.542,11.047
0.023,1.099,0.037,4.761,-63.293,4.150
-0.055,0.983,-0.043,22.644,-58.655,-2.197
-0.130,0.954,-0.032,10.315,-59.387,-1.648
-0.044,0.946,0.023,9.766,-55.237,1.343
-0.065,0.947,0.002,18.311,-49.011,-11.658
-0.064,0.841,-0.009,16.418,-30.762,-25.757
-0.096,0.878,0.054,0.916,-17.700,-19.165
0.021,1.180,0.045,-20.508,-60.425,26.062
-0.031,0.941,0.173,-21.118,-57.800,-2.991
0.030,0.946,-0.001,-17.883,-37.292,-9.888
0.145,1.051,-0.060,-22.400,-58.350,-10.010
0.061,1.114,-0.030,-3.723,-56.824,-12.634
0.070,1.031,-0.009,17.517,-55.237,-6.897
-0.004,0.916,-0.006,15.320,-68.359,-1.038
-0.034,0.910,-0.038,7.996,-49.866,-4.211
-0.062,0.937,0.049,1.465,-40.100,-0.366
-0.038,0.923,0.052,-6.042,-23.926,6.348
0.050,0.949,-0.036,1.160,-15.991,9.460
0.035,0.936,-0.028,1.892,-10.498,12.878
-0.091,1.133,0.046,-22.400,6.836,5.249
-0.004,0.970,0.100,26.062,22.339,5.188
0.092,0.859,-0.103,12.268,23.682,13.123
0.102,1.032,0.110,-5.920,14.526,-10.132
-0.059,1.016,0.101,22.461,26.550,-8.728
-0.126,0.867,-0.058,14.221,-2.625,-6.714
-0.103,1.107,-0.051,-13.306,18.860,13.916
-0.100,1.054,0.001,10.132,26.428,12.939
-0.081,0.980,0.006,10.193,27.893,13.977
-0.051,0.949,-0.015,12.756,28.748,9.399
-0.010,0.961,0.004,13.611,36.682,2.991
0.023,0.934,-0.021,14.526,28.137,-5.676
0.026,0.971,-0.025,16.174,23.193,-9.094
0.051,0.930,-0.029,18.616,27.649,-7.874
0.064,0.873,0.074,20.935,31.433,-14.343
0.089,1.267,0.222,-5.005,0.122,28.564
-0.149,0.965,0.143,2.563,-6.348,-1.465
-0.057,0.875,0.176,-14.282,9.094,5.005
0.088,0.790,0.110,-14.893,3.235,10.620
0.199,0.921,0.045,-45.166,-23.987,11.230
-0.031,1.328,-0.002,-38.635,-13.794,5.127
0.038,0.979,0.096,17.578,-14.221,-1.221
0.073,0.908,-0.021,22.522,-5.920,-9.399
0.119,0.927,-0.088,6.226,-17.822,-1.892
