ax,ay,az,gx,gy,gz
-0.061,0.993,-0.136,11.108,27.954,7.874
-0.088,0.936,-0.107,5.432,25.696,7.263
-0.059,1.013,-0.108,6.042,31.799,1.648
-0.052,0.973,-0.173,20.752,36.560,-2.319
-0.047,0.931,-0.134,12.817,32.043,-1.831
-0.016,0.961,-0.105,10.315,32.715,-4.211
-0.015,0.985,-0.156,16.785,31.250,-8.423
-0.033,0.959,-0.154,22.522,30.884,-13.428
-0.021,0.940,-0.192,24.902,34.424,-12.878
0.089,0.890,0.053,2.197,31.616,7.141
-0.141,1.131,-0.003,0.793,23.315,45.349
-0.143,0.865,0.054,1.892,19.714,7.568
-0.038,1.294,-0.015,-18.921,20.691,0.549
0.121,0.851,0.106,12.451,16.357,-0.549
-0.061,0.855,0.001,-10.925,19.836,4.578
-0.060,1.089,-0.049,-19.287,-7.385,9.583
-0.009,1.034,0.010,-10.498,-0.732,-2.258
-0.003,1.017,-0.042,17.334,21.606,-5.005
0.019,0.937,-0.110,21.790,15.198,-2.747
0.054,0.900,-0.099,13.794,3.174,3.357
0.014,0.882,-0.106,10.498,3.418,7.507
-0.039,0.892,-0.141,2.014,1.831,10.376
-0.009,0.891,-0.154,0.488,4.456,11.841
0.008,1.035,-0.110,-33.752,-5.615,7.751
-0.117,1.213,0.120,14.282,8.789,-25.452
0.188,0.979,-0.020,10.437,8.362,2.686
-0.138,0.965,0.086,2.563,-12.695,-5.188
-0.224,0.925,0.083,10.742,14.771,-5.310
-0.260,0.844,-0.053,1.526,8.728,5.676
-0.100,1.176,-0.109,-25.085,7.629,4.639
-0.078,1.044,0.040,27.283,26.062,1.770
-0.076,0.929,-0.093,11.414,8.606,6.226
-0.202,0.987,-0.112,17.273,23.315,-2.991
-0.061,0.866,-0.163,20.142,36.011,-9.216
-0.055,0.874,-0.098,-1.221,31.982,-12.634
-0.014,1.026,-0.088,1.038,39.734,-18.616
0.126,0.914,0.230,10.986,44.373,-4.089
-0.339,1.007,0.116,30.579,49.622,27.161
-0.044,0.756,0.173,12.756,53.589,9.521
-0.023,0.941,-0.037,-25.085,55.176,7.690
0.121,1.091,0.066,-16.541,53.284,5.920
0.087,1.028,-0.036,-1.099,49.255,2.380
0.027,0.953,-0.022,1.526,42.786,-1.465
-0.062,1.009,-0.011,3.296,47.974,-0.793
0.008,0.986,-0.020,9.583,57.434,0.061
0.087,0.923,-0.052,20.996,62.317,0.977
0.079,0.925,-0.071,12.451,60.303,4.578
0.061,0.897,-0.085,8.789,49.500,14.099
0.086,1.016,-0.144,-11.230,35.278,14.465
0.010,1.125,0.021,-12.390,38.818,1.831
0.085,0.934,-0.078,2.808,43.945,10.376
-0.083,0.997,0.086,-0.916,39.063,-3.479
-0.149,1.005,0.084,2.808,39.490,7.751
-0.190,1.009,-0.004,-5.859,23.499,22.705
-0.185,0.941,-0.031,-6.836,25.696,14.282
-0.157,0.991,-0.042,7.141,35.095,4.333
-0.135,0.990,-0.065,12.939,35.950,5.676
-0.103,0.951,-0.020,3.296,22.461,9.583
-0.121,0.971,-0.028,3.784,7.263,9.766
-0.088,0.980,-0.025,7.263,6.836,6.104
-0.124,0.958,-0.014,7.019,-1.831,-0.977
-0.185,0.941,-0.040,8.179,-6.287,-8.850
-0.183,0.958,-0.050,10.193,-5.615,-13.306
-0.164,0.980,-0.046,9.705,-2.563,-16.418
-0.198,0.943,-0.082,6.531,-4.028,-17.639
-0.198,0.911,-0.098,7.874,-1.709,-18.250
-0.087,0.897,0.022,2.197,6.042,-11.108
-0.004,1.286,0.036,3.235,-20.508,16.541
0.016,0.834,-0.009,40.039,-25.146,-8.179
-0.105,0.856,0.065,-2.014,-12.756,-3.662
0.068,0.958,0.139,-2.014,-22.766,-4.395
0.053,0.854,0.059,-12.085,-27.222,-2.991
0.098,1.160,-0.015,-21.484,-25.757,-1.160
0.084,1.074,0.030,3.296,-41.992,7.202
0.052,1.000,0.010,15.320,-35.767,3.174
0.004,0.961,-0.051,19.836,-33.691,-0.732
-0.011,0.886,-0.077,7.080,-41.382,6.653
-0.020,0.875,-0.056,2.747,-40.833,12.878
-0.025,0.905,-0.161,1.526,-36.621,9.949
-0.069,0.810,-0.162,-3.967,-32.898,10.376
0.034,0.734,-0.215,-70.923,-31.982,5.859
-0.132,1.296,0.278,26.489,-33.325,-54.749
0.053,1.160,-0.111,19.653,-8.545,30.090
-0.158,0.764,0.082,11.902,-50.842,-0.122
-0.252,0.856,-0.046,2.441,-9.583,-5.676
-0.251,0.960,-0.059,-3.540,-19.958,-6.226
-0.133,1.095,-0.052,-10.803,-3.601,4.883
-0.156,0.995,-0.018,14.038,-2.075,10.620
-0.186,0.967,-0.065,15.808,-1.526,5.005
-0.271,0.899,-0.062,13.733,22.766,-2.014
-0.252,0.904,-0.091,-5.493,30.090,-7.751
-0.189,0.993,-0.151,0.366,39.246,-13.184
-0.135,0.915,-0.139,1.770,52.307,-11.047
0.013,0.995,0.009,-18.250,45.837,-0.793
-0.160,1.249,0.029,-4.639,37.476,27.954
-0.215,0.889,-0.027,25.513,66.345,-2.014
-0.173,0.983,-0.047,0.549,77.820,-3.784
0.072,1.059,-0.030,12.573,81.299,-6.470
0.106,0.907,-0.126,20.081,86.853,-5.066
0.092,0.918,-0.121,7.874,82.153,-4.883
0.047,1.028,-0.103,8.240,71.533,-6.897
0.057,0.920,-0.075,6.714,74.097,0.427
0.096,0.929,-0.088,5.554,75.562,1.831
0.063,0.930,-0.087,-4.395,70.313,4.395
0.102,0.994,-0.093,-2.014,69.458,2.014
0.187,1.041,-0.069,2.869,61.584,-2.747
0.173,0.961,-0.047,19.104,62.012,1.770
0.111,0.901,-0.102,25.818,63.110,11.963
0.042,1.133,-0.075,-23.315,47.180,7.141
0.043,0.931,0.080,16.174,48.645,3.113
0.100,0.923,-0.127,-7.263,53.589,3.784
-0.157,0.974,0.044,-2.258,37.476,-11.902
-0.317,1.139,-0.060,-2.075,56.458,9.583
-0.203,0.872,-0.154,1.465,38.330,25.879
-0.040,1.092,-0.040,-11.414,44.739,20.813
-0.059,0.994,-0.098,32.715,54.077,9.460
-0.081,0.888,-0.150,19.470,59.021,6.287
-0.047,0.927,-0.085,8.606,48.889,0.366
0.010,0.988,-0.125,14.526,48.889,-4.761
0.011,0.919,-0.091,16.663,46.265,-3.723
-0.037,0.886,-0.095,14.404,42.297,-4.944
-0.081,0.921,0.002,15.625,47.607,-7.446
0.162,1.578,0.306,-44.189,20.569,38.757
-0.319,0.756,0.057,36.743,23.987,7.690
-0.144,0.782,0.178,-38.879,34.546,27.161
0.119,1.003,0.054,-46.082,-9.460,15.808
0.188,1.137,0.036,-14.587,-10.132,-7.568
-0.219,1.120,-0.000,14.771,16.724,-7.996
-0.026,0.859,-0.062,20.020,-7.080,5.737
0.031,0.823,-0.105,5.798,-5.615,5.615
0.059,0.936,-0.163,7.751,5.920,5.859
-0.075,0.854,-0.105,-1.892,-18.616,7.751
-0.074,0.874,-0.227,3.845,-11.902,4.944
-0.153,1.266,0.034,-61.523,-14.282,-34.851
0.065,1.028,0.205,32.288,15.198,-42.969
0.012,1.237,-0.030,7.996,-15.442,7.446
-0.134,0.817,0.133,11.414,-14.709,4.272
-0.246,0.804,-0.099,19.836,-10.010,-15.198
-0.149,0.935,-0.060,-12.695,-12.329,7.568
-0.004,1.098,0.030,7.996,-5.188,3.113
-0.019,0.893,-0.052,33.142,-22.766,6.592
-0.073,0.885,-0.163,13.306,-18.860,-6.714
-0.135,0.915,-0.142,12.817,-5.554,-14.893
0.001,0.882,-0.053,10.437,-6.531,-10.254
-0.097,0.950,-0.023,18.372,3.906,-6.531
-0.011,1.300,0.170,-26.306,0.305,28.137
-0.326,1.026,0.082,2.747,-21.118,7.324
-0.123,0.904,0.244,-40.833,-14.709,35.217
0.150,1.044,0.008,-24.780,-34.668,9.888
0.160,1.141,-0.092,-30.518,-50.659,-8.728
-0.271,1.145,-0.019,8.301,-14.893,-2.136
-0.065,0.791,-0.087,16.602,-34.607,6.165
0.037,0.891,-0.148,-2.136,-36.987,7.629
0.022,1.009,-0.114,10.071,-22.522,2.563
-0.093,0.899,-0.180,21.362,-32.532,2.686
-0.107,0.907,-0.119,-3.479,-29.419,-1.221
0.019,0.861,-0.206,9.338,-15.686,3.723
-0.197,1.405,-0.043,-27.466,-29.480,-50.415
0.091,0.986,0.089,35.461,-11.475,-16.907
-0.042,1.074,0.014,29.236,-36.865,-8.179
-0.040,0.737,0.202,23.926,-12.939,-9.094
-0.119,0.813,-0.075,39.063,-52.856,-22.827
0.030,1.111,-0.116,-31.860,-41.382,13.000
0.112,1.059,0.058,4.944,-26.917,6.592
0.064,0.957,-0.024,25.513,-59.204,-0.122
-0.120,0.936,-0.116,25.879,-50.415,-8.606
-0.070,0.912,-0.064,14.221,-35.095,-7.568
0.016,0.932,0.001,7.019,-44.800,-12.878
0.063,0.997,0.037,16.968,-42.969,-11.292
-0.013,0.964,-0.032,30.334,-26.245,-4.028
0.156,0.886,0.215,7.629,-9.155,-1.709
-0.085,1.337,-0.023,2.991,-65.552,6.714
-0.119,0.760,0.147,-0.549,-59.387,2.075
-0.213,0.690,0.089,-30.884,-30.579,7.812
0.063,0.843,0.163,-80.505,-82.336,2.625
-0.078,1.482,-0.021,-58.228,-65.674,13.245
0.074,0.963,-0.048,32.043,-33.020,9.827
-0.041,0.860,-0.079,13.611,-54.443,-2.258
0.016,0.956,-0.130,-11.902,-53.040,3.906
-0.070,0.993,-0.127,-1.099,-42.175,2.686
-0.077,0.859,-0.175,10.681,-37.720,6.287
-0.177,0.899,-0.140,-8.850,-26.550,3.845
-0.027,0.891,-0.216,-3.906,-17.517,10.437
-0.115,1.266,-0.044,-21.362,-29.419,-43.884
0.263,1.014,0.127,26.306,-5.188,-17.456
-0.035,1.189,0.080,28.564,-37.415,-26.489
-0.078,0.878,0.019,30.701,-22.461,-5.920
-0.246,0.841,-0.065,15.320,-44.678,-4.700
0.037,1.123,-0.047,-20.081,-13.062,6.836
0.044,0.997,0.047,18.555,-12.756,11.841
-0.010,0.885,-0.081,19.287,-35.156,1.343
-0.066,0.965,-0.096,19.287,-16.602,-12.024
-0.009,0.949,-0.073,17.090,-5.920,-9.033
0.079,0.943,-0.008,21.179,-9.155,-5.737
-0.005,0.771,0.041,34.790,14.221,-2.258
0.042,1.230,0.202,-22.644,-5.859,40.161
-0.209,0.899,0.149,-13.733,-23.376,18.860
-0.048,1.096,0.198,-42.847,-3.845,16.479
0.125,0.973,0.073,-4.272,-4.089,8.423
0.203,0.859,-0.040,-28.198,-16.663,2.075
-0.028,1.216,0.035,-30.945,-15.442,1.648
-0.030,0.948,0.033,15.991,-4.333,0.977
0.036,0.889,-0.156,20.386,-4.517,2.991
0.061,0.872,-0.108,0.000,-10.315,10.376
0.001,0.908,-0.114,0.244,-4.211,18.066
-0.024,0.921,-0.150,0.488,-1.038,13.733
0.037,0.911,-0.223,0.122,2.808,15.930
-0.026,1.114,-0.034,-49.194,-10.559,-1.221
-0.280,1.681,0.232,29.358,-1.099,-55.786
0.178,0.954,-0.026,37.598,25.513,1.892
0.010,0.878,0.083,13.184,-7.507,-14.771
-0.113,0.972,0.065,15.869,2.563,-18.799
-0.100,0.969,-0.069,14.282,-14.038,-13.672
0.033,1.077,-0.024,2.869,22.827,11.963
0.021,0.891,0.076,28.137,11.658,13.672
0.016,0.890,-0.063,10.010,-2.930,1.526
-0.034,1.019,-0.058,8.484,9.277,-4.700
0.022,0.960,-0.038,18.616,17.212,-4.578
0.057,0.929,-0.006,20.386,12.390,-4.150
0.067,0.933,-0.023,22.339,18.677,-1.099
0.024,0.844,-0.061,17.029,21.667,-3.296
0.154,1.059,0.144,-24.536,16.235,13.977
-0.001,1.289,0.091,-11.414,-17.578,33.997
-0.113,0.786,0.178,-30.029,-8.362,22.217
-0.230,0.913,0.166,-29.663,12.939,27.344
0.266,0.875,0.080,-40.771,-31.128,16.479
0.103,1.274,-0.008,-27.954,-18.433,-5.249
-0.146,1.142,-0.101,28.809,22.766,5.249
-0.053,0.758,-0.073,24.597,-12.268,1.648
0.090,0.898,-0.161,-8.606,-3.296,11.719
0.071,0.980,-0.204,4.456,-2.563,11.658
-0.075,0.904,-0.169,10.315,-2.563,10.498
-0.196,0.888,-0.205,15.381,11.780,6.592
-0.156,1.404,0.042,-57.495,12.451,-47.241
0.292,0.848,0.305,71.960,51.331,-44.312
0.083,1.057,0.056,27.588,28.687,-33.936
-0.067,0.871,0.164,42.908,21.545,-23.804
-0.235,0.829,-0.044,1.648,28.992,7.751
0.048,1.164,0.083,-14.709,45.288,8.057
0.179,0.906,0.132,31.494,54.932,7.568
0.084,0.881,-0.035,15.686,28.564,-1.709
0.003,1.035,0.015,9.277,33.386,-4.272
0.032,0.972,0.009,17.395,41.443,-0.916
0.028,0.936,-0.063,18.188,41.138,2.014
0.014,0.938,-0.065,13.184,43.884,-1.953
0.190,0.959,0.014,19.531,36.499,4.761
0.199,1.207,0.306,-43.823,13.367,42.725
-0.107,1.164,0.123,12.512,20.264,21.790
-0.066,0.749,0.222,-25.635,52.185,34.851
0.190,0.991,0.046,-25.146,31.433,25.269
0.441,1.147,0.044,-24.414,39.612,14.771
0.124,1.020,0.067,0.610,42.847,-3.967
-0.090,0.947,0.028,28.198,27.405,2.563
0.068,0.870,-0.080,16.479,34.851,6.165
0.144,0.922,0.004,15.137,40.161,6.409
-0.003,0.924,-0.041,20.996,45.837,16.541
-0.085,0.930,-0.076,15.015,44.861,22.827
-0.033,0.796,-0.125,-1.221,43.030,28.625
-0.000,1.210,0.020,-78.003,29.785,0.854
0.090,1.264,0.150,58.594,51.392,-14.526
0.223,0.734,0.033,35.828,64.087,-13.428
-0.050,0.877,0.269,-8.484,36.621,-43.335
-0.170,1.366,0.017,21.423,51.392,-26.855
-0.012,0.948,-0.047,26.245,56.946,16.724
-0.058,0.902,0.065,-3.052,72.021,19.897
0.091,0.947,-0.018,-1.465,69.031,8.179
0.204,1.032,0.001,8.606,64.575,1.587
0.129,0.969,0.005,10.864,52.124,8.972
0.115,0.922,-0.005,12.390,34.363,0.366
0.073,0.962,-0.035,7.812,42.908,-6.897
0.056,1.001,-0.046,5.798,43.640,-9.460
0.137,1.046,-0.027,16.785,32.654,-4.028
0.109,0.935,-0.017,21.545,23.682,5.188
0.189,0.810,0.231,-5.188,23.743,17.090
-0.069,1.001,0.152,-1.221,25.208,31.433
-0.094,0.997,0.098,-13.367,16.541,10.376
-0.066,1.145,0.073,-18.677,26.794,11.780
0.255,0.776,0.039,-4.028,36.194,12.451
0.217,0.924,0.014,-54.260,37.048,-5.981
-0.013,1.265,0.006,-5.188,28.503,-13.611
0.007,0.812,-0.077,22.278,37.903,-3.845
0.123,0.993,-0.066,-25.391,36.560,-9.338
0.157,1.032,-0.060,-7.385,35.034,-3.967
0.083,0.979,-0.081,5.432,30.640,-4.272
0.141,0.970,-0.077,7.874,31.677,-3.662
0.140,0.955,-0.162,12.207,31.067,2.441
0.174,0.908,-0.100,15.930,23.621,2.441
0.203,0.995,-0.113,5.676,16.663,4.944
0.186,0.912,-0.017,22.644,8.667,3.357
0.141,0.910,-0.122,6.775,2.380,-4.089
0.122,0.980,-0.077,6.836,-4.089,3.540
0.082,1.019,-0.046,4.578,8.301,9.460
0.151,1.095,-0.120,15.747,-1.892,3.967
0.078,1.081,-0.099,23.987,3.723,-9.949
0.048,1.061,0.065,7.019,5.676,-22.461
0.111,1.494,0.067,14.709,17.761,14.648
0.054,0.945,0.094,46.082,38.940,29.480
-0.015,0.586,0.142,32.043,29.480,23.682
0.003,0.974,0.051,-1.648,15.625,-4.639
-0.002,0.878,0.074,25.818,32.532,8.118
0.069,0.936,0.069,11.841,20.630,18.005
0.092,0.885,0.102,-0.183,15.442,19.104
-0.000,1.054,0.104,2.686,13.977,10.864
-0.049,0.955,0.080,16.113,13.916,14.648
-0.039,0.967,0.135,1.282,5.249,14.404
-0.052,0.950,0.083,11.963,6.409,17.212
0.008,0.875,0.055,9.583,-0.366,11.902
-0.111,0.990,0.106,9.216,1.099,3.113
-0.057,1.022,0.147,14.526,4.517,4.211
-0.040,0.960,0.128,18.738,5.249,7.874
-0.046,0.999,0.105,8.423,1.831,16.113
-0.093,1.100,0.178,-1.160,4.639,38.391
-0.214,1.492,0.361,-6.470,5.615,13.489
-0.182,1.202,0.289,35.767,18.188,-1.587
-0.029,0.560,0.138,13.367,28.137,17.700
-0.049,0.603,0.200,-56.824,-7.507,-10.803
-0.033,1.258,0.177,-46.448,-19.836,-8.850
-0.153,0.875,0.163,8.789,2.686,-10.925
-0.122,0.819,0.126,0.183,4.883,-9.705
-0.106,0.854,0.051,-22.949,9.399,-14.709
-0.059,0.921,0.118,-18.921,8.728,-10.315
-0.017,0.948,-0.025,-1.160,19.653,-6.287
0.061,0.916,-0.065,-5.554,6.409,-7.080
0.040,0.944,-0.115,0.244,19.165,-6.287
0.070,0.953,-0.203,10.315,8.667,-9.033
0.085,1.119,-0.092,19.958,1.221,0.916
-0.116,1.215,0.188,9.338,3.418,-14.587
0.330,0.896,0.170,15.869,-9.827,-5.981
0.098,1.371,0.194,0.916,-17.212,-11.414
-0.092,0.859,0.066,32.715,-21.118,-10.498
-0.117,0.817,0.117,-1.160,-19.592,0.366
-0.094,1.029,0.095,6.042,8.789,4.822
-0.078,0.833,0.143,23.071,13.306,16.541
0.095,0.842,0.142,0.488,6.836,15.259
0.081,0.893,0.166,3.296,8.911,14.343
-0.003,1.007,0.112,10.803,0.916,12.695
-0.054,0.932,0.122,17.578,-6.775,14.465
-0.047,0.953,0.097,13.489,-9.460,12.085
-0.035,0.968,0.090,15.930,-10.742,14.832
-0.094,0.827,0.027,10.010,-11.963,10.254
-0.112,0.923,0.032,8.911,-1.770,3.113
0.010,1.114,0.132,3.479,-3.418,16.785
-0.057,1.139,0.247,5.127,-0.122,16.479
-0.400,1.219,0.306,20.447,18.860,11.841
-0.096,1.174,0.385,20.325,15.930,-0.488
-0.124,0.663,0.270,10.803,21.790,16.968
-0.080,0.691,0.237,-56.335,0.916,0.061
-0.075,1.381,0.245,-45.105,-9.521,-3.540
-0.121,0.964,0.222,9.460,15.686,-5.188
-0.228,0.880,0.222,-0.610,23.071,-22.949
0.007,0.762,0.031,-18.921,17.822,-13.245
0.052,0.791,0.006,-13.733,17.456,1.709
0.080,0.878,-0.012,0.549,16.724,-7.812
0.091,0.895,-0.039,6.592,0.732,-11.536
0.079,0.964,-0.089,6.042,-4.944,-7.446
-0.078,1.246,0.079,23.193,-5.066,-14.221
0.024,1.106,0.100,15.503,-2.686,-5.249
0.077,1.039,0.342,12.634,-2.930,3.418
-0.001,1.166,0.168,16.968,-15.442,-1.770
-0.065,0.694,0.115,6.592,-19.409,5.188
-0.094,1.021,0.135,-29.297,-3.235,-5.798
-0.061,0.991,0.143,27.405,6.958,-1.160
-0.043,0.917,0.196,3.601,-5.005,17.517
-0.086,0.827,0.188,0.916,6.042,20.142
-0.119,1.010,0.138,8.057,14.160,16.602
-0.065,0.827,0.056,18.188,13.550,20.691
-0.056,0.888,0.058,4.517,1.892,18.677
-0.011,0.919,0.045,12.817,-6.897,6.958
-0.113,0.962,0.059,8.850,-3.662,-0.427
-0.144,1.033,0.167,11.902,-1.404,2.197
-0.044,1.090,0.225,14.038,9.949,15.198
-0.182,1.112,0.267,11.047,14.648,18.860
-0.139,1.321,0.415,-2.441,14.465,-4.883
-0.177,0.778,0.178,24.597,25.635,-4.944
0.076,0.474,0.113,-24.231,11.292,-0.793
0.032,1.133,0.277,-79.834,-16.235,-4.150
-0.084,1.109,0.248,5.005,-9.521,-10.315
-0.063,0.771,0.076,11.963,-4.883,-16.174
-0.066,0.777,0.041,-37.781,-9.521,-2.747
-0.086,0.977,0.050,-33.325,-9.460,-3.662
-0.017,0.954,-0.019,-3.967,5.188,-4.150
-0.015,0.876,-0.050,-6.226,2.991,-3.540
0.000,0.891,-0.104,-1.465,1.404,-8.301
-0.001,0.988,-0.115,5.798,7.568,-1.465
0.021,0.967,-0.043,15.442,1.587,2.808
0.013,1.350,0.002,7.935,-1.221,-5.310
0.036,1.237,-0.011,15.320,-3.906,-21.790
0.109,1.208,0.177,-9.460,-12.573,4.883
-0.063,0.981,0.105,32.471,-5.310,4.333
-0.161,0.660,0.121,12.634,-8.362,-1.282
-0.080,1.003,0.122,-12.817,-8.728,-3.662
-0.109,0.844,0.071,25.574,9.094,8.240
-0.099,0.892,0.115,12.756,7.568,14.648
0.032,0.834,0.116,8.057,10.132,7.996
-0.014,0.922,0.088,0.244,5.188,8.301
-0.057,0.907,0.102,13.428,4.456,13.245
-0.048,1.011,0.083,14.832,-5.371,7.996
-0.045,0.913,0.052,12.207,-3.174,8.911
-0.052,0.944,0.042,4.028,-5.432,9.521
-0.068,0.929,0.020,7.812,-3.723,4.700
-0.064,1.049,0.053,11.536,-1.221,-4.700
-0.102,0.989,0.145,15.869,5.554,-0.793
-0.180,1.091,0.227,4.822,13.000,10.132
-0.222,1.251,0.241,8.911,18.372,17.456
-0.055,1.238,0.295,-0.366,19.226,5.798
-0.010,0.737,0.111,15.930,18.799,9.338
-0.019,0.643,0.164,-31.677,-8.545,-6.897
-0.049,1.256,0.246,-57.739,-16.785,-4.089
0.005,0.889,0.121,15.442,-3.662,-15.015
-0.084,0.762,0.071,1.160,1.526,-13.428
-0.042,0.793,0.083,-21.179,-3.052,-6.836
-0.002,0.963,0.070,-32.593,-6.104,-4.456
-0.022,0.959,0.035,-6.775,7.935,-8.850
0.025,0.977,-0.063,-2.075,-0.977,-5.981
0.041,0.899,-0.078,9.949,-3.296,-1.953
0.134,0.928,-0.144,19.226,-8.484,-0.366
0.113,0.988,-0.102,24.536,-12.512,-0.305
-0.118,1.139,0.073,5.981,-12.390,-26.794
0.182,1.163,0.215,-5.920,-12.695,8.240
-0.074,1.233,0.095,13.000,-11.169,8.789
-0.129,0.687,0.129,20.752,-14.099,3.723
-0.159,1.040,0.084,-26.367,-19.287,4.761
-0.168,0.963,0.027,24.109,15.869,10.193
-0.064,0.843,0.109,26.978,6.653,18.005
0.011,0.876,0.067,0.854,8.057,16.663
-0.093,0.965,0.089,6.653,13.367,7.812
-0.059,0.936,0.060,27.588,6.348,10.803
-0.052,0.882,0.059,8.484,1.709,11.658
-0.058,0.968,0.058,16.052,-2.930,9.155
-0.046,0.903,0.038,11.719,-6.653,6.409
-0.127,1.022,0.094,13.000,-2.319,-1.709
-0.088,1.011,0.137,22.095,-2.563,2.563
-0.227,1.074,0.210,20.813,3.723,13.672
-0.190,1.152,0.248,21.362,17.517,29.968
-0.256,1.194,0.312,24.841,12.207,3.357
-0.090,0.781,0.186,14.648,28.320,3.906
0.023,0.694,0.218,-32.715,-1.648,-3.601
-0.062,1.198,0.194,-56.274,-22.949,-8.362
-0.101,0.965,0.241,2.014,-5.005,-13.550
-0.120,0.833,0.166,8.179,-3.784,-16.785
-0.088,0.771,0.134,-7.751,-3.784,-12.146
-0.037,0.889,0.158,-39.124,-2.380,-7.263
-0.078,0.982,0.110,-12.451,8.179,-11.780
-0.015,0.909,0.034,-15.747,14.404,-7.385
0.014,1.028,0.010,-13.306,4.761,-7.141
0.053,1.014,-0.002,-5.676,9.460,-3.784
0.079,0.914,-0.115,4.517,7.507,-7.385
0.092,0.916,-0.087,19.775,-4.822,-0.305
0.056,1.282,0.049,3.357,-3.174,0.488
0.085,1.094,0.080,10.498,-7.019,-11.658
0.186,1.184,0.203,0.244,-21.851,11.719
-0.110,1.047,0.190,28.931,-12.573,-4.883
-0.118,0.576,0.057,17.761,-16.052,12.146
-0.113,1.099,0.061,-31.982,-12.878,-4.028
-0.069,1.012,0.079,25.879,7.629,10.315
-0.024,0.890,0.182,17.273,-9.399,18.494
-0.003,0.917,0.075,5.005,0.305,11.597
-0.084,0.944,0.073,32.227,3.723,13.306
-0.060,0.850,0.031,17.090,-7.141,20.264
-0.091,0.866,0.028,18.738,-11.047,12.878
-0.057,0.829,0.053,14.648,-7.935,1.099
-0.177,1.114,0.170,9.521,-2.625,1.282
-0.189,1.033,0.249,17.517,7.141,7.996
-0.022,1.196,0.388,7.935,14.709,7.507
-0.216,1.238,0.220,5.249,20.752,5.188
-0.239,0.698,0.168,-1.831,8.850,14.465
-0.105,0.652,0.283,-63.171,-6.836,-8.606
0.014,1.268,0.156,-60.486,-8.484,7.202
-0.139,0.995,0.089,4.639,8.118,-22.705
-0.138,0.777,0.107,-11.292,23.987,-18.921
-0.034,0.713,-0.022,-22.095,9.216,-18.433
0.059,0.893,0.032,-36.438,14.221,-10.254
0.036,1.001,-0.017,-10.803,11.597,-12.634
-0.009,0.996,-0.106,-10.071,5.920,-8.240
0.026,0.879,-0.140,10.193,12.390,-6.409
0.117,0.894,-0.167,14.832,11.353,2.075
0.011,0.928,-0.084,11.047,8.118,15.686
0.067,1.059,-0.061,15.869,3.418,12.695
-0.016,1.137,-0.120,4.883,-1.282,-6.287
0.089,1.151,-0.089,27.893,-7.324,-17.273
-0.158,1.183,0.090,11.047,-0.488,-9.094
-0.031,1.238,0.141,13.428,20.752,21.667
-0.089,0.824,0.161,30.518,47.058,13.489
-0.143,0.667,0.184,1.221,43.518,2.808
-0.189,0.974,0.017,-24.414,40.710,-9.399
-0.004,1.029,-0.045,17.456,64.209,2.625
0.018,0.790,0.045,20.020,71.472,16.846
0.078,0.867,0.019,-7.019,75.256,15.137
0.136,0.887,0.032,-0.366,62.683,7.812
0.055,0.986,0.026,-0.183,53.406,2.502
0.017,0.989,0.048,5.920,54.260,2.136
0.007,0.972,0.083,12.512,50.415,0.610
-0.015,0.953,0.034,11.230,53.284,2.014
-0.018,0.973,0.024,11.108,57.739,4.150
-0.016,0.930,-0.008,4.761,65.674,4.944
-0.053,0.975,-0.085,-1.648,71.350,-2.380
0.001,1.024,-0.091,2.136,80.078,-5.615
0.056,0.965,-0.064,9.766,81.726,-3.479
0.162,0.908,0.059,1.465,74.890,5.188
0.191,1.165,0.238,-26.001,50.171,22.888
-0.066,0.886,-0.012,17.151,47.485,19.348
-0.068,0.972,0.019,-16.052,52.734,5.249
0.068,1.147,0.128,-0.122,64.270,1.099
0.096,1.020,0.036,27.649,82.703,-8.484
0.066,0.883,-0.050,24.963,90.698,-3.235
0.076,0.883,-0.059,10.681,70.984,5.615
0.223,0.970,-0.085,-3.662,68.665,6.592
0.219,0.974,-0.091,0.977,65.918,0.305
0.122,1.033,-0.035,12.573,54.016,-0.366
0.138,0.892,0.006,17.517,51.025,-1.404
0.159,0.989,0.012,9.277,46.997,-0.793
0.111,0.997,0.007,25.818,48.035,10.803
0.121,0.909,-0.015,23.010,40.344,18.555
0.140,0.932,-0.010,-3.479,26.306,20.752
0.148,1.051,0.036,-14.160,16.846,13.550
0.059,0.976,0.034,2.258,26.733,12.634
0.039,0.947,0.068,2.808,22.339,5.920
0.043,1.008,0.042,-1.709,23.132,11.963
-0.019,0.939,-0.021,1.526,26.611,12.146
-0.050,0.969,0.014,-2.747,31.433,7.263
-0.017,1.003,-0.024,1.526,37.720,4.944
-0.007,0.976,-0.005,-0.610,36.621,5.676
0.006,0.957,0.008,13.245,32.104,-7.019
0.017,0.956,-0.025,13.000,28.870,-21.851
-0.046,1.169,-0.032,11.597,39.307,-7.080
-0.138,0.960,-0.024,14.954,37.048,16.174
-0.100,0.939,-0.027,0.854,31.311,19.287
0.002,1.011,-0.031,8.545,44.434,7.202
0.044,0.946,-0.038,14.404,59.631,0.549
0.001,0.955,-0.010,5.798,49.133,-2.747
-0.024,0.972,-0.056,12.146,37.720,-3.235
0.073,0.948,-0.059,8.362,38.330,-5.859
0.103,0.935,0.047,-0.488,39.978,-5.432
0.058,1.108,0.183,-8.362,34.912,12.207
